name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance	superkingdom	kingdom	phylum	class	order	family	genus
Lophozonia cunninghamii	28938	species	38984	30	4	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Lophozonia
Fuscospora fusca	28941	species	9551	7	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Fuscospora
Lophozonia glauca	28942	species	14411	3	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Lophozonia
Trisyngyne grandis	28943	species	4912	3	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Trisyngyne
Fuscospora gunnii	28944	species	10126	16	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Fuscospora
Lophozonia menziesii	28945	species	12766	3	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Lophozonia
Lophozonia moorei	28946	species	21028	8	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Lophozonia
Nothofagus nitida	28947	species	11633	18	7	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Nothofagus
Lophozonia obliqua	28948	species	15010	3	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Lophozonia
Trisyngyne perryi	28949	species	1919	2	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Trisyngyne
Nothofagus pumilio	28950	species	13816	14	9	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Nothofagus
Fuscospora solandri	28952	species	5810	23	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Fagales	Nothofagaceae	Fuscospora
Trema micrantha	28954	species	53960	8	0	0.0 	Eukaryota	Viridiplantae	Streptophyta		Rosales	Cannabaceae	Trema
Euphorbia marginata	28955	species	69378	27	6	0.0 	Eukaryota	Viridiplantae	Streptophyta		Malpighiales	Euphorbiaceae	Euphorbia
