name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Natronomonas pharaonis	2257	species	25059	45	3	0.0
Thermococcales	2258	order	0	63	0	0.0
Thermococcaceae	2259	family	0	23	0	0.0
Pyrococcus	2260	genus	0	32	3	0.0
Pyrococcus furiosus	2261	species	84490	44	7	0.0
Pyrococcus woesei	2262	species	35028	12	0	0.0
Thermococcus	2263	genus	0	72	6	0.0
Thermococcus celer	2264	species	34189	8	5	0.0
Thermococcus litoralis	2265	species	66248	35	12	0.0
Thermoproteales	2266	order	0	31	0	0.0
Thermoproteaceae	2267	family	0	18	0	0.0
Thermofilum	2268	genus	0	7	0	0.0
Thermofilum pendens	2269	species	14380	2	0	0.0
Thermoproteus	2270	genus	0	4	0	0.0
Thermoproteus tenax	2271	species	105970	16	3	0.0
Desulfurococcaceae	2272	family	0	13	0	0.0
Desulfurococcus	2273	genus	1947	44	0	0.0
Desulfurococcus mucosus	2275	species	5015	2	0	0.0
Pyrobaculum	2276	genus	0	19	0	0.0
Pyrobaculum islandicum	2277	species	7474	1	0	0.0
Staphylothermus	2279	genus	0	1	0	0.0
Staphylothermus marinus	2280	species	15923	3	0	0.0
Sulfolobales	2281	order	0	40	0	0.0
Acidianus ambivalens	2283	species	107141	77	38	0.0
Sulfolobus	2284	genus	0	23	0	0.0
Sulfolobus acidocaldarius	2285	species	4586436	3791	66	0.0
Sulfolobus shibatae	2286	species	30643	16	6	0.0
Sulfolobus solfataricus	2287	species	11291826	4262	1351	0.0
Sulfolobus sp.	2288	species	15380	44	18	0.0
Desulfobacterium	2295	genus	0	43	0	0.0
Desulfobacterium autotrophicum	2296	species	14338	87	0	0.0
Desulfobacterium vacuolatum	2298	species	5648	2	0	0.0
Thermoplasmatales	2301	order	0	37	0	0.0
Thermoplasma	2302	genus	0	6	0	0.0
Thermoplasma acidophilum	2303	species	1666358	771	537	0.0
Pyrodictiaceae	2307	family	0	5	0	0.0
Pyrodictium	2308	genus	0	2	0	0.0
Pyrodictium occultum	2309	species	18269	2	2	0.0
Methanosphaera	2316	genus	0	21	0	0.0
Methanosphaera stadtmanae	2317	species	878	46	0	0.0
Methanopyrus kandleri	2320	species	66688	16	4	0.0
Methanohalobium	2321	genus	0	4	0	0.0
Methanohalobium evestigatum	2322	species	1937	16	0	0.0
Thermoanaerobacter kivui	2325	species	2327774	5434	2658	0.0
Halanaerobium	2330	genus	0	54	0	0.0
Halanaerobium praevalens	2331	species	5931	97	0	0.0
Propionigenium	2332	genus	0	4	0	0.0
Propionigenium modestum	2333	species	26043	169	35	0.0
Bacillus sp. PS3	2334	species	30972	19	5	0.0
Thermotoga	2335	genus	0	559	204	0.0
Thermotoga maritima	2336	species	3791118	1690	45	0.0
Thermotoga neapolitana	2337	species	148863	174	21	0.0
primary endosymbiont of Sitophilus zeamais	2341	species	63847	394	10	0.0
Candidatus Sodalis pierantonius str. SOPE	2342	leaf	4657425	3570	953	0.0
Iron sulfide-containing magnetotactic bacterium	2347	species	2370	2	0	0.0
Haliscomenobacter	2349	genus	0	38	0	0.0
Haliscomenobacter hydrossis	2350	species	7174	601	0	0.0
Flexistipes	2351	genus	0	30	0	0.0
Flexistipes sinusarabici	2352	species	4947	54	5	0.0
Flexispira rappini	2354	species	17906	1	0	0.0
Desulfomonile	2357	genus	0	20	0	0.0
Desulfomonile tiedjei	2358	species	1808	75	0	0.0
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	species	10044	2	1	0.0
Calyptogena magnifica symbiont	2361	species	10351	1	0	0.0
Arhodomonas aquaeolei	2369	species	2822	30	14	0.0
Xylella	2370	genus	0	10	0	0.0
Xylella fastidiosa	2371	species	688098	985	421	0.0
Sporomusa	2375	genus	0	3	0	0.0
Sporomusa ovata	2378	species	13530	4	0	0.0
Acetitomaculum ruminis	2382	species	5646	9	6	0.0
Epulopiscium	2383	genus	0	1	0	0.0
Thermotogales	2419	order	0	85	0	0.0
Thermosipho	2420	genus	0	33	0	0.0
Thermosipho africanus	2421	species	4130	63	0	0.0
Fervidobacterium	2422	genus	0	40	0	0.0
Fervidobacterium islandicum	2423	species	2238371	1621	968	0.0
Fervidobacterium nodosum	2424	species	9671	36	0	0.0
Teredinibacter	2425	genus	0	1496	0	0.0
Teredinibacter turnerae	2426	species	99456	125	7	0.0
Roseobacter	2433	genus	0	29	0	0.0
Roseobacter denitrificans	2434	species	37412	38	0	0.0
Plasmid ColBM-Cl139	2441	species	3685	1	0	0.0
Plasmid ColE7	2450	species	2542	1	1	0.0
Plasmid ColIb-P9	2454	species	9532	1	0	0.0
Plasmid F	2465	species	41866	1	0	0.0
Plasmid P307	2472	species	3399	8	0	0.0
Plasmid P6	2473	species	1978	27	1	0.0
Plasmid R1-19	2476	species	2035	1	0	0.0
Plasmid R1	2482	species	4433	2	0	0.0
Plasmid R27	2484	species	2466	1	0	0.0
Plasmid R401	2487	species	1843	3	0	0.0
Plasmid R64	2492	species	53803	6	1	0.0
Plasmid R6K	2495	species	4070	1	0	0.0
Plasmid R751	2496	species	9980	1	0	0.0
Plasmid R773	2497	species	4326	3	1	0.0
Plasmid RI13	2500	species	2219	26	0	0.0
Plasmid RK2	2502	species	23328	4	0	0.0
Plasmid Ri	2506	species	22060	5	1	0.0
Plasmid Rts1	2507	species	7126	1	0	0.0
Plasmid SCP1	2509	species	2505	1	0	0.0
Plasmid Ti	2512	species	71423	8	2	0.0
Plasmid pAD1	2520	species	11250	31	0	0.0
Plasmid pBAA1	2526	species	2069	1	1	0.0
Plasmid pDK1	2546	species	2560	2	0	0.0
Plasmid pDU1	2548	species	5410	1	0	0.0
Plasmid pE194	2549	species	2600	3	1	0.0
Plasmid pEA3	2550	species	1245	1	0	0.0
Plasmid pED208	2551	species	5590	3	0	0.0
Plasmid pHG1	2558	species	2655	5	1	0.0
Plasmid pI258	2564	species	7294	5	0	0.0
Plasmid pIP1433	2570	species	1426	1	0	0.0
Plasmid pIP404	2573	species	3995	6	0	0.0
Plasmid pIP501	2574	species	8369	31	0	0.0
Plasmid pIP630	2575	species	2948	12	0	0.0
Plasmid pIP816	2576	species	1127	1	0	0.0
Plasmid pKY1	2589	species	2970	2	0	0.0
Plasmid pLAB1000	2591	species	3289	1	0	0.0
Plasmid pLP1	2593	species	2074	2	0	0.0
Plasmid pME2001	2596	species	1440	3	0	0.0
Plasmid pMV158	2606	species	2396	1	0	0.0
Plasmid pMYSH6000	2607	species	4429	6	0	0.0
Plasmid pNRC100	2611	species	1100	1	0	0.0
Plasmid pRA1	2616	species	2558	18	0	0.0
Plasmid pRJF1	2619	species	2552	42	2	0.0
Plasmid pSA209	2620	species	600	5	0	0.0
Plasmid pSB24.2	2623	species	6962	2	0	0.0
Plasmid pSBK203	2624	species	1542	2	0	0.0
Plasmid pSG1	2627	species	3551	3	0	0.0
Plasmid pSX267	2636	species	2546	1	0	0.0
Plasmid pTB913	2641	species	2162	1	1	0.0
Plasmid pTD1	2642	species	2434	2	2	0.0
Plasmid pTF-FC2	2643	species	10058	3	2	0.0
Plasmid pTiC58	2651	species	8443	3	0	0.0
Plasmid pTiS4	2652	species	12198	2	0	0.0
Plasmid pUH1	2656	species	1866	1	0	0.0
Plasmid pWR100	2661	species	7683	12	0	0.0
Plasmid pWW0	2663	species	9229	2	0	0.0
Plasmid pYV03	2665	species	3308	1	0	0.0
Heliobacterium	2697	genus	0	96	0	0.0
Heliobacterium chlorum	2698	species	24584	50	22	0.0
Heliobacterium gestii	2699	species	34114	11	6	0.0
Gardnerella	2701	genus	0	16	0	0.0
Gardnerella vaginalis	2702	species	1773883	2180	8	0.0
Citrus	2706	genus	0	652	9	0.0
Citrus limon	2708	species	111217	37	2	0.0
Citrus sinensis	2711	species	72351238	28756	4691	0.0
Aquifex	2713	genus	0	12	0	0.0
Aquifex pyrophilus	2714	species	69615	125	65	0.0
Cardiobacterium hominis	2718	species	30798	28	2	0.0
unidentified proteobacterium	2722	species	34046	1	0	0.0
Hirschia	2723	genus	0	77	0	0.0
Hirschia baltica	2724	species	3346	45	0	0.0
unidentified prokaryotic organism	2725	species	37865	16	9	0.0
Candidatus Legionella jeonii	2728	species	15836	57	41	0.0
Symbiobacterium	2733	genus	0	50	0	0.0
Symbiobacterium thermophilum	2734	species	17913	305	1	0.0
Verrucomicrobium spinosum	2736	species	364	26	1	0.0
Vagococcus	2737	genus	0	3	0	0.0
Vagococcus fluvialis	2738	species	36104	18	0	0.0
Vagococcus salmoninarum	2739	species	10194	6	4	0.0
Peptococcus	2740	genus	0	4	0	0.0
Peptococcus niger	2741	species	10322	43	18	0.0
Marinobacter	2742	genus	0	943	4	0.0
Marinobacter hydrocarbonoclasticus	2743	species	412111	371	9	0.0
Halomonas	2745	genus	0	550	7	0.0
Halomonas elongata	2746	species	132562	292	13	0.0
Carnobacterium	2747	genus	0	155	0	0.0
Carnobacterium divergens	2748	species	77853	47	18	0.0
Carnobacterium gallinarum	2749	species	12036	9	3	0.0
Carnobacterium mobile	2750	species	13961	8	2	0.0
Carnobacterium maltaromaticum	2751	species	307852	290	63	0.0
Carnobacterium funditum	2752	species	9917	4	2	0
Synergistes jonesii	2754	species	5722	16	5	0.0
Brochothrix thermosphacta	2756	species	26652	13	7	0.0
Brochothrix campestris	2757	species	8473	14	12	0.0
Eukaryota	2759	superkingdom	0	3639	657	0.0
Cyanophora	2761	genus	0	16	0	0.0
Cyanophora paradoxa	2762	species	472120	1850	975	0.0
Aglaothamnion	2764	genus	0	4	0	0.0
Aglaothamnion neglectum	2765	species	12756	5	5	0.0
Antithamnion	2766	genus	0	2	0	0.0
Antithamnion sp.	2767	species	27153	111	64	0.0
Chondrus	2768	genus	0	13	0	0.0
Chondrus crispus	2769	species	11686111	2875	1913	0.0
Cyanidium	2770	genus	0	4	0	0.0
Cyanidium caldarium	2771	species	274874	482	274	0.0
Gracilaria	2774	genus	0	28	0	0.0
Gracilaria chilensis	2775	species	245845	879	456	0.0
Gracilaria tenuistipitata	2776	species	24872	19	3	0.0
Gracilaria gracilis	2777	species	72385	27	6	0.0
Gracilaria tikvahiae	2779	species	60821	3	3	0.0
Gracilariopsis	2781	genus	0	8	0	0.0
Gracilariopsis lemaneiformis	2782	species	534360	1753	497	0.0
Gracilariopsis sp.	2783	species	13480	2	2	0.0
Porphyra	2784	genus	0	6	0	0.0
Pyropia tenera	2785	species	119190	55	19	0.0
Porphyra umbilicalis	2786	species	341200	606	307	0.0
Porphyra purpurea	2787	species	356197	566	265	0.0
Pyropia yezoensis	2788	species	912655	1228	76	0.0
Porphyra sp.	2790	species	16510	1	0	0.0
Porphyridium	2791	genus	0	7	0	0.0
Porphyridium aerugineum	2792	species	21967	5	0	0.0
Rhodymenia	2794	genus	0	4	0	0.0
Bangiophyceae	2797	class	0	138	0	0.0
Porphyridiales	2798	order	0	12	0	0.0
Porphyridiaceae	2799	family	0	7	0	0.0
Rhodella violacea	2801	species	44789	16	8	0.0
Ceramiales	2802	order	0	37	0	0.0
Rhodomelaceae	2803	family	0	16	0	0.0
Polysiphonia	2804	genus	0	8	0	0.0
Polysiphonia boldii	2805	species	2056	4	3	0.0
Florideophyceae	2806	class	0	536	3	0.0
Nemaliales	2807	order	0	34	0	0.0
Gelidiaceae	2808	family	0	14	0	0.0
Gelidium	2811	genus	0	22	1	0.0
Palmariales	2819	order	0	3	0	0.0
Palmariaceae	2820	family	0	7	0	0.0
Palmaria	2821	genus	0	5	0	0.0
Palmaria palmata	2822	species	351102	358	208	0.0
Chrysophyceae	2825	class	0	39	0	0.0
Heterosigma	2828	genus	0	2	0	0.0
Heterosigma akashiwo	2829	species	784776	1598	388	0.0
Pavlova	2831	genus	0	6	0	0.0
Pavlova lutheri	2832	species	211578	317	162	0.0
Xanthophyceae	2833	phylum	0	8	0	0.0
Bacillariophyta	2836	phylum	0	211	0	0.0
Odontella	2838	genus	0	1	0	0.0
Odontella sinensis	2839	species	153176	431	197	0.0
Skeletonema	2842	genus	0	1	0	0.0
Skeletonema costatum	2843	species	189611	30	19	0.0
Phaeodactylum	2849	genus	0	10	0	0.0
Phaeodactylum tricornutum	2850	species	1293733	723	304	0.0
Cylindrotheca	2852	genus	0	6	0	0.0
Cylindrotheca fusiformis	2853	species	74817	25	16	0.0
Cylindrotheca sp.	2854	species	2840	2	1	0.0
Cylindrotheca closterium	2856	species	282092	726	383	0.0
Nitzschia	2857	genus	0	5	0	0.0
Diatoma tenue	2863	species	25101	2	0	0.0
Dinophyceae	2864	class	0	212	0	0.0
Crypthecodinium cohnii	2866	species	133312	109	39	0.0
Peridinium bipes	2868	species	14940	1	1	0.0
Peridinium foliaceum	2869	species	16211	1	0	0.0
Phaeophyceae	2870	phylum	0	73	1	0.0
Costaria	2871	genus	0	8	0	0.0
Costaria costata	2872	species	194346	500	172	0.0
Dictyotaceae	2874	family	0	6	0	0.0
Dictyota	2875	genus	0	3	0	0.0
Dictyota dichotoma	2876	species	309579	113	58	0.0
Ectocarpales	2877	order	0	17	0	0.0
Ectocarpaceae	2878	family	0	7	0	0.0
Ectocarpus	2879	genus	0	7	2	0.0
Ectocarpus siliculosus	2880	species	814062	609	398	0.0
Ectocarpus variabilis	2881	species	4070	1	1	0.0
Pylaiella	2882	genus	0	3	0	0.0
Pylaiella littoralis	2885	species	209276	115	33	0.0
Laminariales	2886	order	0	41	0	0.0
Alariaceae	2887	family	0	9	0	0.0
Alaria esculenta	2889	species	35629	1	0	0.0
Scytosiphonaceae	2891	family	0	12	0	0.0
Petalonia	2892	genus	0	7	0	0.0
Petalonia fascia	2893	species	135866	113	51	0.0
Cryptomonadaceae	2896	family	0	3	0	0.0
Cryptomonas paramecium	2898	species	854550	3022	1123	0.0
Emiliania	2902	genus	0	51	0	0.0
Emiliania huxleyi	2903	species	983858	1030	87	0.0
Peridiniales	2910	order	0	23	0	0.0
Neoceratium fusus	2916	species	6056	16	0	0.0
Heterocapsa	2918	genus	0	2	0	0.0
Heterocapsa niei	2920	species	22295	7	5	0.0
Thoracosphaera heimii	2923	species	16933	8	5	0.0
Alexandrium	2924	genus	0	4	1	0.0
Alexandrium catenella	2925	species	235380	45	10	0.0
Alexandrium tamarense	2926	species	673221	60	9	0.0
Alexandrium fundyense	2932	species	449682	29	10	0.0
Alexandrium lusitanicum	2938	species	22198	1	1	0.0
Prorocentrales	2942	order	0	3	0	0.0
Prorocentrum	2944	genus	0	7	0	0.0
Prorocentrum micans	2945	species	118005	52	42	0.0
Symbiodinium	2949	genus	0	62	10	0.0
Symbiodinium sp.	2950	species	161086	3	2	0.0
Symbiodinium microadriaticum	2951	species	90405	9	1	0.0
Gymnodiniales	2953	order	0	10	0	0.0
Gymnodinium	2955	genus	0	151	0	0.0
Protodinium simplex	2957	species	46088	10	1	0.0
Amphidinium	2960	genus	0	3	0	0.0
Amphidinium carterae	2961	species	533965	107	53	0.0
Noctiluca scintillans	2966	species	112678	16	8	0.0
Oxyrrhis marina	2969	species	166963	33	26	0.0
Pyrocystis lunula	2972	species	46323	19	5	0.0
Vaucheriales	2974	order	0	6	0	0.0
Vaucheriaceae	2975	family	0	18	0	0.0
Vaucheria	2976	genus	0	17	0	0.0
Vaucheria bursata	2977	species	20886	21	2	0.0
Tribonema	2980	genus	0	2	0	0.0
Tribonema aequale	2981	species	32123	22	10	0.0
Ochromonas	2985	genus	0	3	0	0.0
Ochromonas danica	2986	species	77472	258	157	0.0
Mallomonas	2988	genus	0	92	2	0.0
Mallomonas striata	2990	species	3600	1	0	0.0
Synura	2991	genus	0	111	0	0.0
Synura spinosa	2992	species	55689	5	0	0.0
Chromulina	2997	genus	0	3	0	0.0
Hibberdia magna	3000	species	10826	5	5	0.0
Bacillaria paxillifer	3003	species	25153	3	2	0.0
Rhizosolenia	3004	genus	0	4	0	0.0
Rhizosolenia setigera	3005	species	56298	12	1	0.0
Fucales	3009	order	0	41	0	0.0
Fucaceae	3010	family	0	22	6	0.0
Fucus	3011	genus	0	5	0	0.0
Fucus distichus	3012	species	243931	8	0	0.0
Fucus gardneri	3013	species	13032	13	0	0.0
Sargassaceae	3014	family	0	12	0	0.0
Sargassum	3015	genus	0	27	3	0.0
Acinetospora crinita	3018	species	4345	4	1	0.0
Akkesiphycus	3021	genus	0	3	0	0.0
Akkesiphycus lubricum	3022	species	15346	3	1	0.0
Chordaria flagelliformis	3026	species	75920	9	2	0.0
Cryptophyta	3027	class	0	86	0	0.0
Chroomonas	3028	genus	0	5	0	0.0
Cryptomonas	3030	genus	0	7	0	0.0
Hanusia phi	3032	species	19520	51	37	0.0
Pyrenomonas salina	3034	species	18053	24	16	0.0
Euglenida	3035	phylum	0	11	0	0.0
Euglena longa	3037	species	76779	120	69	0.0
Euglena	3038	genus	0	9	0	0.0
Euglena gracilis	3039	species	742162	1009	261	0.0
Euglena viridis	3040	species	188808	520	255	0.0
Chlorophyta	3041	phylum	0	476	1	0.0
Chlamydomonadales	3042	order	0	287	0	0.0
Dunaliellaceae	3043	family	0	18	0	0.0
Dunaliella	3044	genus	0	18	0	0.0
Dunaliella salina	3046	species	1080364	1712	823	0.0
Dunaliella tertiolecta	3047	species	156235	108	33	0.0
Dunaliella parva	3048	species	35951	7	3	0.0
Polytomella agilis	3050	species	6237	22	10	0.0
Chlamydomonadaceae	3051	family	0	75	0	0.0
Chlamydomonas	3052	genus	0	82	0	0.0
Chlamydomonas moewusii	3054	species	219711	327	180	0.0
Chlamydomonas reinhardtii	3055	species	28595105	15151	7862	0.0
Chlamydomonas sp. WXM	3057	species	1050	2	1	0.0
Chlamydomonas gelatinosa	3059	species	5340	25	8	0.0
Chlamydomonas pitschmannii	3061	species	11577	3	3	0.0
Pyrobotrys stellata	3064	species	9829	2	2	0.0
Volvocaceae	3065	family	0	51	0	0.0
Volvox	3066	genus	0	38	0	0.0
Volvox carteri	3067	species	816562	605	97	0.0
Volvox carteri f. nagariensis	3068	forma	29743106	11003	7408	0.0
Oocystaceae	3070	family	0	3	0	0.0
Chlorella	3071	genus	0	54	0	0.0
Pseudochlorella pringsheimii	3072	species	67469	16	8	0.0
'Chlorella' fusca	3073	species	6278	2	0	0.0
Parachlorella kessleri	3074	species	272379	452	216	0.0
Auxenochlorella protothecoides	3075	species	8361441	5312	3366	0.0
Chlorella sorokiniana	3076	species	499897	876	29	0.0
Chlorella vulgaris	3077	species	692765	212	119	0.0
Chlorella pyrenoidosa	3078	species	116521	21	12	0.0
Chloroidium saccharophilum	3082	species	123210	9	0	0.0
Trebouxiophyceae sp. TP-2016a	3083	species	154042	406	231	0.0
Scenedesmaceae	3086	family	0	22	0	0.0
Tetradesmus obliquus	3088	species	371295	583	219	0.0
Scenedesmus quadricaudus	3089	species	14278	5	1	0.0
Characiopodium hindakii	3092	species	11758	11	8	0.0
Neochloris	3098	genus	0	17	0	0.0
Neochloris aquatica	3099	species	203705	452	269	0.0
Neochloris vigensis	3100	species	8677	4	1	0.0
Ettlia pseudoalveolaris	3102	species	130130	367	189	0.0
Hydrodictyaceae	3103	family	0	1	0	0.0
Pediastrum duplex	3105	species	184313	24	11	0.0
Hydrodictyon	3106	genus	0	1	0	0.0
Hydrodictyon reticulatum	3107	species	63968	131	101	0.0
Ankistrodesmus	3108	genus	0	1	0	0.0
Ankistrodesmus stipitatus	3109	species	13272	7	3	0.0
Prototheca	3110	genus	0	5	0	0.0
Prototheca wickerhamii	3111	species	320865	833	400	0.0
Prototheca zopfii	3112	species	27116	89	39	0.0
Ulvales	3113	order	0	19	0	0.0
Ulvaceae	3114	family	0	15	0	0.0
Ulva intestinalis	3116	species	150603	22	17	0.0
Ulva prolifera	3117	species	353477	304	14	0.0
Ulva	3118	genus	0	31	1	0.0
Ulva arasakii	3119	species	13569	8	4	0.0
Ulva pertusa	3120	species	208801	36	14	0.0
Coleochaetaceae	3122	family	0	2	0	0.0
Coleochaete	3123	genus	0	10	0	0.0
Coleochaete orbicularis	3124	species	35035	90	48	0.0
Coleochaete scutata	3125	species	144712	393	228	0.0
Bryopsidaceae	3127	family	0	1	0	0.0
Bryopsis	3128	genus	0	14	0	0.0
Bryopsis maxima	3129	species	13064	9	4	0.0
Bryopsis plumosa	3130	species	126156	330	141	0.0
Codium	3132	genus	0	7	2	0.0
Codium fragile	3133	species	63329	24	6	0.0
Acetabularia	3136	genus	0	1	0	0.0
Chlorokybaceae	3142	family	0	2	0	0.0
Chlorokybus	3143	genus	0	3	0	0.0
Chlorokybus atmophyticus	3144	species	393480	430	239	0.0
Characeae	3146	family	0	4	0	0.0
Nitella	3148	genus	0	14	7	0.0
Nitella flexilis	3150	species	8536	1	0	0.0
Nitella axillaris	3151	species	37711	3	3	0.0
Pedinomonas	3158	genus	0	1	0	0.0
Pedinomonas minor	3159	species	132177	363	200	0.0
Tetraselmis subcordiformis	3161	species	33959	61	41	0.0
Tetraselmis	3164	genus	0	2	0	0.0
Tetraselmis striata	3165	species	37578	2	0	0.0
Chlorophyceae	3166	class	0	502	0	0.0
Chlorella-like algae	3168	species	5849	2	0	0.0
Klebsormidiales	3172	order	0	21	0	0.0
Klebsormidiaceae	3173	family	0	5	0	0.0
Klebsormidium	3174	genus	0	34	0	0.0
Klebsormidium flaccidum	3175	species	363721	231	107	0.0
Zygnematales	3176	order	0	20	0	0.0
Zygnemataceae	3178	family	0	22	0	0.0
Spirogyra	3179	genus	0	18	1	0.0
Spirogyra maxima	3180	species	163522	426	264	0.0
Spirogyra sp.	3181	species	8739	2	1	0.0
Spirogyra grevilleana	3182	species	14916	1	0	0.0
Cladophorales	3183	order	0	2	0	0.0
Chaetomorpha	3185	genus	0	3	0	0.0
Picochlorum eukaryotum	3188	species	8172	2	2	0.0
Scherffelia dubia	3190	species	156861	289	192	0.0
Spermatozopsis similis	3192	species	12202	6	4	0.0
Marchantia	3196	genus	0	11	0	0.0
Marchantia polymorpha	3197	species	1077353	318	166	0.0
Jungermanniales	3199	order	0	21	0	0.0
Jungermanniaceae	3201	family	0	3	0	0.0
Jungermannia	3202	genus	0	3	0	0.0
Lophocolea	3206	genus	0	1	0	0.0
Lophocolea heterophylla	3207	species	24774	16	9	0.0
Polytrichales	3210	order	0	17	0	0.0
Polytrichaceae	3211	family	0	4	3	0.0
Polytrichum	3212	genus	0	2	0	0.0
Polytrichum commune	3213	species	60505	17	4	0.0
Bryopsida	3214	class	0	155	41	0.0
Funariales	3215	order	0	32	0	0.0
Funariaceae	3216	family	0	88	2	0.0
Physcomitrella	3217	genus	0	59	0	0.0
Physcomitrella patens	3218	species	45623054	11222	6914	0.0
Dicranales	3219	order	0	7	0	0.0
Dicranaceae	3220	family	0	39	0	0.0
Dicranum	3221	genus	0	25	5	0.0
Dicranum scoparium	3222	species	180615	48	24	0.0
Ceratodon	3224	genus	0	2	0	0.0
Ceratodon purpureus	3225	species	815648	44	10	0.0
Bryales	3226	order	0	1	0	0.0
Mniaceae	3227	family	0	14	0	0.0
Mnium	3228	genus	0	1	0	0.0
Plagiomnium	3230	genus	0	5	0	0.0
Anthoceros	3233	genus	0	4	0	0.0
Anthoceros punctatus	3234	species	47079	10	1	0.0
Psilotales	3237	order	0	5	0	0.0
Psilotaceae	3238	family	0	2	0	0.0
Psilotum	3239	genus	0	15	0	0.0
Psilotum nudum	3240	species	1034854	533	109	0.0
Selaginellales	3244	order	0	32	0	0.0
Selaginellaceae	3245	family	0	15	0	0.0
Selaginella	3246	genus	0	37	0	0.0
Selaginella martensii	3247	species	13772	4	4	0.0
Lycopodiales	3249	order	0	8	0	0.0
Lycopodiaceae	3250	family	0	3	0	0.0
Lycopodium	3251	genus	0	7	0	0.0
